Unnamed: 0,HOLEID,DEPTH,RL,Method,EAST,NORTH,CollarDip,CollarAzimuth,RigID,TENEMENTID,STARTDATE,ENDDATE,Surveyed
D,CB2265,25.0,440.0,RC,749010.0,7528490.638,-90.0,0.0,STD4,E46/590,3-Nov-05,3-Nov-05,16-Jan-06
D,CB2266,19.0,441.0,RC,748998.0,7528693.33,-90.0,0.0,STD4,E46/590,3-Nov-05,3-Nov-05,16-Jan-06
D,CB2267,18.0,443.0,RC,748999.0,7528883.585,-90.0,0.0,STD4,E46/590,3-Nov-05,3-Nov-05,16-Jan-06
D,CB2268,19.0,449.0,RC,749005.0,7529097.275,-90.0,0.0,STD4,E46/590,5-Nov-05,5-Nov-05,16-Jan-06
D,CB2269,49.0,429.0,RC,745299.0,7528001.444,-90.0,0.0,STD4,E46/590,4-Nov-05,4-Nov-05,16-Dec-05
D,CB2270,43.0,429.0,RC,745296.0,7528099.004,-90.0,0.0,STD4,E46/590,4-Nov-05,4-Nov-05,16-Dec-05
D,CB2271,37.0,429.0,RC,745297.0,7528199.788,-90.0,0.0,STD4,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2272,31.0,430.0,RC,745300.0,7528300.198,-90.0,0.0,STD4,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2273,25.0,430.0,RC,745301.0,7528399.771,-90.0,0.0,STD4,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2274,19.0,431.0,RC,745298.0,7528498.722,-90.0,0.0,STD4,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2275,31.0,434.0,RC,745501.0,7528699.073,-90.0,0.0,STD4,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2276,30.0,433.0,RC,745499.0,7528602.582,-90.0,0.0,STD4,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2277,43.0,431.0,RC,745501.0,7528500.909,-90.0,0.0,STD4,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2278,43.0,430.0,RC,745498.0,7528399.65,-90.0,0.0,STD4,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2279,43.0,429.0,RC,745500.0,7528294.209,-90.0,0.0,STD4,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2280,43.0,429.0,RC,745493.0,7528189.687,-90.0,0.0,STD4,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2281,49.0,428.0,RC,745496.0,7528101.755,-90.0,0.0,STD4,E46/590,7-Nov-05,7-Nov-05,16-Dec-05
D,CB2282,55.0,428.0,RC,745499.0,7528001.668,-90.0,0.0,STD4,E46/590,7-Nov-05,7-Nov-05,16-Dec-05
D,CB2283,25.0,433.0,RC,745902.0,7528700.72,-90.0,0.0,STD4,E46/590,7-Nov-05,7-Nov-05,16-Dec-05
D,CB2284,37.0,432.0,RC,745896.0,7528600.968,-90.0,0.0,STD4,E46/590,7-Nov-05,7-Nov-05,16-Dec-05
D,CB2285,37.0,431.0,RC,745898.0,7528502.699,-90.0,0.0,STD4,E46/590,7-Nov-05,7-Nov-05,16-Dec-05
D,CB2286,37.0,430.0,RC,745899.0,7528402.134,-90.0,0.0,STD4,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2287,37.0,429.0,RC,745902.0,7528302.639,-90.0,0.0,STD4,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2288,43.0,428.0,RC,745900.0,7528201.319,-90.0,0.0,STD4,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2289,43.0,427.0,RC,745884.0,7528096.263,-90.0,0.0,STD4,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2290,49.0,427.0,RC,745898.0,7528000.135,-90.0,0.0,STD4,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2291,55.0,426.0,RC,745901.0,7527901.108,-90.0,0.0,STD4,E46/590,9-Nov-05,9-Nov-05,16-Dec-05
D,CB2292,31.0,432.0,RC,746697.0,7528300.552,-90.0,0.0,STD4,E46/590,9-Nov-05,9-Nov-05,16-Jan-06
D,CB2293,37.0,430.0,RC,746698.0,7528199.88,-90.0,0.0,STD4,E46/590,9-Nov-05,9-Nov-05,16-Jan-06
D,CB2294,37.0,429.0,RC,746698.0,7528100.043,-90.0,0.0,STD4,E46/590,9-Nov-05,9-Nov-05,16-Jan-06
D,CB2295,37.0,428.0,RC,746697.0,7528005.903,-90.0,0.0,STD4,E46/590,9-Nov-05,9-Nov-05,16-Jan-06
D,CB2296,43.0,427.0,RC,746700.0,7527900.388,-90.0,0.0,STD4,E46/590,9-Nov-05,9-Nov-05,16-Jan-06
D,CB2297,43.0,426.0,RC,746700.0,7527792.644,-90.0,0.0,STD4,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2298,43.0,426.0,RC,746697.0,7527700.01,-90.0,0.0,STD4,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2299,49.0,426.0,RC,746699.0,7527601.931,-90.0,0.0,STD4,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2300,18.0,440.0,RC,746100.0,7529050.099,-90.0,0.0,STD1,E46/590,29-Oct-05,29-Oct-05,14-Nov-05
D,CB2301,30.0,438.0,RC,746097.0,7528949.705,-90.0,0.0,STD1,E46/590,29-Oct-05,29-Oct-05,14-Nov-05
D,CB2302,36.0,435.0,RC,746095.0,7528850.693,-90.0,0.0,STD1,E46/590,29-Oct-05,29-Oct-05,14-Nov-05
D,CB2303,36.0,434.0,RC,746100.0,7528750.475,-90.0,0.0,STD1,E46/590,30-Oct-05,30-Oct-05,14-Nov-05
D,CB2304,42.0,432.0,RC,746100.0,7528648.791,-90.0,0.0,STD1,E46/590,30-Oct-05,30-Oct-05,14-Nov-05
D,CB2305,38.0,431.0,RC,746100.0,7528550.994,-90.0,0.0,STD1,E46/590,30-Oct-05,30-Oct-05,14-Nov-05
D,CB2306,36.0,430.0,RC,746096.0,7528449.054,-90.0,0.0,STD1,E46/590,30-Oct-05,30-Oct-05,14-Nov-05
D,CB2307,40.0,429.0,RC,746096.0,7528353.862,-90.0,0.0,STD1,E46/590,30-Oct-05,30-Oct-05,14-Nov-05
D,CB2308,48.0,428.0,RC,746202.0,7528102.927,-90.0,0.0,STD1,E46/590,30-Oct-05,30-Oct-05,16-Jan-06
D,CB2309,48.0,426.0,RC,746187.0,7527901.101,-90.0,0.0,STD1,E46/590,30-Oct-05,31-Oct-05,16-Dec-05
D,CB2310,36.0,431.0,RC,745799.0,7528496.5,-90.0,0.0,STD1,E46/590,31-Oct-05,31-Oct-05,16-Dec-05
D,CB2311,36.0,429.0,RC,745797.0,7528298.717,-90.0,0.0,STD1,E46/590,31-Oct-05,31-Oct-05,16-Dec-05
D,CB2312,42.0,427.0,RC,745792.0,7528099.205,-90.0,0.0,STD1,E46/590,31-Oct-05,31-Oct-05,16-Dec-05
D,CB2313,54.0,427.0,RC,745798.0,7527892.245,-90.0,0.0,STD1,E46/590,31-Oct-05,31-Oct-05,16-Dec-05
D,CB2314,30.0,431.0,RC,745395.0,7528497.147,-90.0,0.0,STD1,E46/590,2-Nov-05,2-Nov-05,16-Dec-05
D,CB2315,36.0,429.0,RC,745401.0,7528298.616,-90.0,0.0,STD1,E46/590,2-Nov-05,2-Nov-05,16-Dec-05
D,CB2316,48.0,429.0,RC,745392.0,7528100.692,-90.0,0.0,STD1,E46/590,2-Nov-05,2-Nov-05,16-Dec-05
D,CB2317,30.0,436.0,RC,748196.0,7528502.466,-90.0,0.0,STD1,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2318,30.0,434.0,RC,748196.0,7528308.483,-90.0,0.0,STD1,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2319,42.0,433.0,RC,748194.0,7528091.86,-90.0,0.0,STD1,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2320,36.0,433.0,RC,748204.0,7527893.02,-90.0,0.0,STD1,E46/590,3-Nov-05,3-Nov-05,16-Jan-06
D,CB2321,30.0,432.0,RC,748199.0,7527696.073,-90.0,0.0,STD1,E46/590,3-Nov-05,3-Nov-05,16-Jan-06
D,CB2322,30.0,436.0,RC,748213.0,7528701.524,-90.0,0.0,STD1,E46/590,3-Nov-05,3-Nov-05,16-Jan-06
D,CB2323,48.0,429.0,RC,745099.0,7528201.838,-90.0,0.0,STD1,E46/590,11-Nov-05,11-Nov-05,16-Dec-05
D,CB2324,30.0,440.0,RC,746250.0,7528860.0,-90.0,0.0,STD1,E46/590,11-Nov-05,11-Nov-05,
D,CB2325,30.0,436.0,RC,746195.0,7528851.023,-90.0,0.0,STD1,E46/590,11-Nov-05,11-Nov-05,16-Dec-05
D,CB2326,30.0,434.0,RC,746196.0,7528751.344,-90.0,0.0,STD1,E46/590,11-Nov-05,11-Nov-05,16-Jan-06
D,CB2327,36.0,432.0,RC,746193.0,7528659.108,-90.0,0.0,STD1,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2328,42.0,432.0,RC,746201.0,7528554.675,-90.0,0.0,STD1,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2329,42.0,432.0,RC,746202.0,7528451.262,-90.0,0.0,STD1,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2330,42.0,430.0,RC,746195.0,7528363.956,-90.0,0.0,STD1,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2331,24.0,443.0,RC,746192.0,7529149.631,-90.0,0.0,STD1,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2332,30.0,441.0,RC,746188.0,7529061.774,-90.0,0.0,STD1,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2333,30.0,438.0,RC,746201.0,7528948.48,-90.0,0.0,STD1,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2334,27.0,441.0,RC,746252.0,7528956.348,-90.0,0.0,STD1,E46/590,12-Nov-05,12-Nov-05,8-Feb-06
D,CB2335,18.0,449.0,RC,746294.0,7529196.386,-90.0,0.0,STD1,E46/590,13-Nov-05,13-Nov-05,8-Feb-06
D,CB2336,24.0,446.0,RC,746298.0,7529104.183,-90.0,0.0,STD1,E46/590,13-Nov-05,13-Nov-05,8-Feb-06
D,CB2337,18.0,447.0,RC,746110.0,7529201.745,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
D,CB2338,24.0,443.0,RC,746096.0,7529104.608,-90.0,0.0,STD1,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2339,24.0,439.0,RC,746097.0,7529002.126,-90.0,0.0,STD1,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2340,36.0,436.0,RC,746096.0,7528899.04,-90.0,0.0,STD1,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2341,36.0,435.0,RC,746093.0,7528799.189,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
D,CB2342,36.0,433.0,RC,746101.0,7528698.051,-90.0,0.0,STD1,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2343,42.0,432.0,RC,746096.0,7528603.146,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
D,CB2344,42.0,430.0,RC,746100.0,7528503.825,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
D,CB2345,42.0,430.0,RC,746095.0,7528397.898,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
D,CB2346,54.0,431.0,RC,746295.0,7528395.201,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
D,CB2347,24.0,444.0,RC,746499.0,7529098.621,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Jan-06
D,CB2348,24.0,438.0,RC,746543.0,7528948.591,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Jan-06
D,CB2349,24.0,437.0,RC,746495.0,7528899.373,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Jan-06
D,CB2350,24.0,436.0,RC,746542.0,7528847.742,-90.0,0.0,STD1,E46/590,14-Nov-05,14-Nov-05,16-Jan-06
D,CB2351,36.0,435.0,RC,746498.0,7528702.581,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2352,42.0,434.0,RC,746497.0,7528597.99,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2353,42.0,433.0,RC,746494.0,7528497.378,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2354,36.0,432.0,RC,746497.0,7528398.835,-90.0,0.0,STD4,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2355,18.0,445.0,RC,746591.0,7529108.112,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2356,18.0,443.0,RC,746600.0,7529045.465,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2357,20.0,438.0,RC,746590.0,7528955.314,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2358,24.0,437.0,RC,746607.0,7528852.39,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2359,18.0,436.0,RC,746601.0,7528751.778,-90.0,0.0,STD1,E46/590,15-Nov-05,15-Nov-05,16-Jan-06
D,CB2360,30.0,435.0,RC,746599.0,7528648.81,-90.0,0.0,STD1,E46/590,16-Nov-05,16-Nov-05,16-Jan-06
D,CB2361,36.0,435.0,RC,746597.0,7528552.222,-90.0,0.0,STD1,E46/590,16-Nov-05,16-Nov-05,16-Jan-06
D,CB2362,39.0,435.0,RC,746600.0,7528448.972,-90.0,0.0,STD1,E46/590,16-Nov-05,16-Nov-05,16-Jan-06
D,CB2363,32.0,432.0,RC,746595.0,7528348.609,-90.0,0.0,STD1,E46/590,16-Nov-05,16-Nov-05,16-Jan-06
D,CB2364,18.0,439.0,RC,746690.0,7528798.596,-90.0,0.0,STD1,E46/590,16-Nov-05,16-Nov-05,16-Jan-06
D,CB2365,18.0,438.0,RC,746700.0,7528694.876,-90.0,0.0,STD1,E46/590,16-Nov-05,16-Nov-05,16-Jan-06
D,CB2366,6.0,437.0,RC,746700.0,7528598.691,-90.0,0.0,MAK1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2367,30.0,438.0,RC,746704.0,7528500.158,-90.0,0.0,MAK1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2368,38.0,434.0,RC,746702.0,7528410.204,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2369,24.0,448.0,RC,749550.0,7528753.41,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2370,24.0,449.0,RC,749549.0,7528651.993,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2371,24.0,447.0,RC,749553.0,7528552.283,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2372,30.0,449.0,RC,749547.0,7528455.061,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2373,36.0,442.0,RC,749549.0,7528352.218,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2374,36.0,440.0,RC,749547.0,7528250.512,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2375,24.0,437.0,RC,749650.0,7528251.341,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2376,30.0,438.0,RC,749551.0,7528153.187,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2377,30.0,436.0,RC,749647.0,7528150.168,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2378,30.0,435.0,RC,749545.0,7528054.867,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2379,30.0,435.0,RC,749646.0,7528048.059,-90.0,0.0,STD1,E46/590,18-Nov-05,18-Nov-05,16-Jan-06
D,CB2380,36.0,433.0,RC,749548.0,7527954.022,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2381,24.0,434.0,RC,749649.0,7527948.661,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2382,36.0,433.0,RC,749540.0,7527853.459,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2383,20.0,433.0,RC,749645.0,7527848.545,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,8-Feb-06
D,CB2384,54.0,432.0,RC,749553.0,7527751.997,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2385,36.0,432.0,RC,749642.0,7527748.844,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2386,48.0,431.0,RC,749547.0,7527652.717,-90.0,0.0,STD1,E46/590,19-Nov-05,19-Nov-05,16-Jan-06
D,CB2387,54.0,431.0,RC,749648.0,7527650.29,-90.0,0.0,STD1,E46/590,20-Nov-05,20-Nov-05,16-Jan-06
D,CB2388,48.0,430.0,RC,749551.0,7527552.105,-90.0,0.0,STD1,E46/590,20-Nov-05,20-Nov-05,16-Jan-06
D,CB2389,60.0,430.0,RC,749646.0,7527558.326,-90.0,0.0,STD1,E46/590,20-Nov-05,20-Nov-05,16-Jan-06
D,CB2390,12.0,449.0,RC,748948.0,7529151.093,-90.0,0.0,STD1,E46/590,20-Nov-05,20-Nov-05,16-Jan-06
D,CB2391,18.0,446.0,RC,748948.0,7529050.305,-90.0,0.0,STD1,E46/590,20-Nov-05,20-Nov-05,16-Jan-06
D,CB2392,18.0,447.0,RC,749050.0,7529052.435,-90.0,0.0,STD1,E46/590,20-Nov-05,20-Nov-05,16-Jan-06
D,CB2393,36.0,444.0,RC,748947.0,7528950.367,-90.0,0.0,STD1,E46/590,20-Nov-05,20-Nov-05,16-Jan-06
D,CB2394,30.0,444.0,RC,749047.0,7528950.812,-90.0,0.0,STD1,E46/590,21-Nov-05,21-Nov-05,16-Jan-06
D,CB2395,24.0,445.0,RC,748948.0,7528854.127,-90.0,0.0,STD1,E46/590,23-Nov-05,23-Nov-05,16-Jan-06
D,CB2396,21.0,442.0,RC,749041.0,7528855.986,-90.0,0.0,STD1,E46/590,21-Nov-05,21-Nov-05,16-Jan-06
D,CB2397,18.0,443.0,RC,748947.0,7528749.393,-90.0,0.0,STD1,E46/590,21-Nov-05,21-Nov-05,16-Jan-06
D,CB2398,18.0,442.0,RC,749044.0,7528751.279,-90.0,0.0,STD1,E46/590,21-Nov-05,21-Nov-05,16-Jan-06
D,CB2399,24.0,441.0,RC,748948.0,7528652.812,-90.0,0.0,STD1,E46/590,21-Nov-05,21-Nov-05,16-Jan-06
D,CB2400,12.0,439.0,RC,747385.0,7528690.596,-90.0,0.0,MAK6,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2401,18.0,436.0,RC,747408.0,7528505.26,-90.0,0.0,MAK6,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2402,30.0,434.0,RC,747400.0,7528298.172,-90.0,0.0,MAK6,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2403,30.0,432.0,RC,747406.0,7528103.25,-90.0,0.0,MAK6,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2404,42.0,431.0,RC,747400.0,7527897.308,-90.0,0.0,MAK6,E46/590,2-Nov-05,2-Nov-05,16-Jan-06
D,CB2405,36.0,453.0,RC,748641.0,7529102.549,-90.0,0.0,MAK6,E46/590,2-Nov-05,3-Nov-05,16-Dec-05
D,CB2406,24.0,451.0,RC,748617.0,7528858.002,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2407,24.0,442.0,RC,748609.0,7528676.454,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2408,30.0,446.0,RC,748599.0,7528480.955,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2409,30.0,436.0,RC,748600.0,7528301.083,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2410,30.0,435.0,RC,748599.0,7528103.394,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2411,36.0,434.0,RC,748600.0,7527897.991,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2412,36.0,432.0,RC,748597.0,7527691.019,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2413,24.0,454.0,RC,749403.0,7528899.025,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2414,24.0,453.0,RC,749401.0,7528694.858,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2415,24.0,452.0,RC,749399.0,7528497.541,-90.0,0.0,MAK6,E46/590,3-Nov-05,3-Nov-05,16-Dec-05
D,CB2416,24.0,443.0,RC,749392.0,7528300.997,-90.0,0.0,MAK6,E46/590,4-Nov-05,4-Nov-05,16-Dec-05
D,CB2417,27.0,436.0,RC,749401.0,7528098.577,-90.0,0.0,MAK6,E46/590,4-Nov-05,4-Nov-05,16-Dec-05
D,CB2418,42.0,432.0,RC,749396.0,7527898.31,-90.0,0.0,MAK6,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2419,36.0,430.0,RC,749391.0,7527702.252,-90.0,0.0,MAK6,E46/590,5-Nov-05,5-Nov-05,16-Dec-05
D,CB2420,36.0,429.0,RC,749374.0,7527506.187,-90.0,0.0,MAK6,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2421,66.0,429.0,RC,751197.0,7526700.385,-90.0,0.0,MAK6,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2422,30.0,443.0,RC,752401.0,7528505.624,-90.0,0.0,MAK6,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2423,42.0,439.0,RC,752393.0,7528295.726,-90.0,0.0,MAK6,E46/590,6-Nov-05,6-Nov-05,16-Dec-05
D,CB2424,42.0,436.0,RC,752417.0,7528106.775,-90.0,0.0,MAK6,E46/590,7-Nov-05,7-Nov-05,16-Dec-05
D,CB2425,108.0,427.0,RC,753995.0,7526402.378,-90.0,0.0,MAK6,E46/590,7-Nov-05,27-Nov-05,8-Feb-06
D,CB2426,42.0,437.0,RC,755597.0,7527300.71,-90.0,0.0,MAK6,E46/590,7-Nov-05,7-Nov-05,16-Dec-05
D,CB2427,60.0,430.0,RC,746299.0,7528297.492,-90.0,0.0,MAK6,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2428,65.0,429.0,RC,746298.0,7528200.888,-90.0,0.0,MAK6,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2429,66.0,429.0,RC,746299.0,7528096.695,-90.0,0.0,MAK6,E46/590,8-Nov-05,8-Nov-05,16-Dec-05
D,CB2430,60.0,427.0,RC,746297.0,7528000.258,-90.0,0.0,MAK6,E46/590,9-Nov-05,9-Nov-05,16-Dec-05
D,CB2431,60.0,426.0,RC,746299.0,7527897.122,-90.0,0.0,MAK6,E46/590,9-Nov-05,9-Nov-05,16-Dec-05
D,CB2432,60.0,425.0,RC,746301.0,7527797.986,-90.0,0.0,MAK6,E46/590,9-Nov-05,9-Nov-05,16-Dec-05
D,CB2433,18.0,443.0,RC,747308.0,7528897.552,-90.0,0.0,MAK6,E46/590,9-Nov-05,9-Nov-05,16-Jan-06
D,CB2434,18.0,441.0,RC,747295.0,7528797.996,-90.0,0.0,MAK6,E46/590,9-Nov-05,9-Nov-05,16-Jan-06
D,CB2435,24.0,440.0,RC,747298.0,7528694.696,-90.0,0.0,MAK6,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2436,24.0,438.0,RC,747296.0,7528600.166,-90.0,0.0,MAK6,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2437,30.0,436.0,RC,747304.0,7528503.793,-90.0,0.0,MAK6,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2438,30.0,435.0,RC,747293.0,7528416.348,-90.0,0.0,MAK6,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2439,36.0,434.0,RC,747299.0,7528300.903,-90.0,0.0,MAK6,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2440,42.0,432.0,RC,747297.0,7528196.449,-90.0,0.0,MAK6,E46/590,10-Nov-05,10-Nov-05,16-Jan-06
D,CB2441,42.0,431.0,RC,747297.0,7528097.17,-90.0,0.0,MAK6,E46/590,11-Nov-05,11-Nov-05,16-Jan-06
D,CB2442,36.0,431.0,RC,747298.0,7528000.327,-90.0,0.0,MAK6,E46/590,11-Nov-05,11-Nov-05,16-Jan-06
D,CB2443,42.0,430.0,RC,747301.0,7527900.528,-90.0,0.0,MAK6,E46/590,11-Nov-05,11-Nov-05,16-Jan-06
D,CB2444,54.0,430.0,RC,747296.0,7527801.973,-90.0,0.0,MAK6,E46/590,11-Nov-05,11-Nov-05,16-Jan-06
D,CB2445,53.0,453.0,RC,748697.0,7529299.805,-90.0,0.0,MAK6,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2446,44.0,455.0,RC,748700.0,7529199.653,-90.0,0.0,MAK6,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2447,48.0,455.0,RC,748698.0,7529099.333,-90.0,0.0,MAK6,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2448,30.0,453.0,RC,748700.0,7528998.981,-90.0,0.0,MAK6,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2449,30.0,450.0,RC,748698.0,7528903.165,-90.0,0.0,MAK6,E46/590,12-Nov-05,12-Nov-05,16-Dec-05
D,CB2450,30.0,449.0,RC,748699.0,7528801.167,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2451,30.0,446.0,RC,748701.0,7528697.099,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2452,24.0,446.0,RC,748703.0,7528600.182,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2453,24.0,444.0,RC,748685.0,7528505.714,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2454,24.0,439.0,RC,748698.0,7528398.838,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2455,30.0,436.0,RC,748702.0,7528301.775,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2456,30.0,435.0,RC,748701.0,7528198.045,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2457,42.0,434.0,RC,748700.0,7528098.026,-90.0,0.0,MAK6,E46/590,13-Nov-05,13-Nov-05,16-Dec-05
D,CB2458,40.0,434.0,RC,748697.0,7527999.892,-90.0,0.0,MAK6,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
D,CB2459,42.0,433.0,RC,748696.0,7527902.726,-90.0,0.0,MAK6,E46/590,14-Nov-05,14-Nov-05,16-Dec-05
